row_index,title,peeled_title,normalized_title,noise_removed,token_count,role_hits,domain_hits,noise_hits,occupation_signal,penalty_signal,net_signal,decision,matched_rules
"592","Healthcare Talent Consultant","Healthcare Talent Consultant","healthcare talent consultant","no","3","consultant","","","0.880","0.000","0.880","help","role_head:consultant"
"593","Shuffler","Shuffler","shuffler","no","1","","","","0.000","0.000","0.000","neutral",""
"594","Structurist de aviatie (Israel) - 0729800507","Structurist de aviatie","structurist de aviatie","yes","5","","","","0.000","0.000","0.000","neutral",""
"595","Fochist – fabrica de productie","Fochist fabrica de productie","fochist fabrica de productie","yes","4","","","","0.000","0.000","0.000","neutral",""
"596","Mecanic utilaje intretinere – fabrica de productie","Mecanic utilaje intretinere fabrica de productie","mecanic utilaje intretinere fabrica de productie","yes","6","mecanic","utilaje","","1.000","0.000","1.000","help","role_head:mecanic|domain_modifier:utilaje"
"597","Stivuitorist – fabrica de productie","Stivuitorist fabrica de productie","stivuitorist fabrica de productie","yes","4","stivuitorist","","","0.880","0.000","0.880","help","role_head:stivuitorist"
"598","Electrician intretinere fabrica","Electrician intretinere fabrica","electrician intretinere fabrica","no","3","electrician|electrician intretinere","","","1.000","0.000","1.000","help","role_head:electrician|role_phrase:electrician intretinere"
"599","Downstream Transport Coordinator","Downstream Transport Coordinator","downstream transport coordinator","no","3","coordinator","","","0.840","0.000","0.840","help","role_head:coordinator"
"600","Director Magazin Flanco","Director Magazin Flanco","director magazin flanco","no","3","director","","","0.780","0.000","0.780","help","role_head:director"
"601","Trade Representative - Harghita","Trade Representative","trade representative","yes","3","representative","","","0.820","0.000","0.820","help","role_head:representative"
"602","Sef Punct de Lucru Instalatii- Roman / Medias","Sef Punct de Lucru Instalatii- Roman Medias","sef punct de lucru instalatii roman medias","yes","7","sef","","","0.760","0.000","0.760","help","role_head:sef"
"603","Specialist Achizitii/Constructii/Bucuresti","Specialist Achizitii/Constructii/Bucuresti","specialist achizitii constructii bucuresti","no","4","specialist","constructii","bucuresti","1.000","0.960","0.040","neutral","role_head:specialist|generic_noise:bucuresti|domain_modifier:constructii"
"604","Sef Agentie","Sef Agentie","sef agentie","no","2","sef","","","0.760","0.000","0.760","help","role_head:sef"
"605","Agent vanzari magazine traditionale (Business developer TT)","Agent vanzari magazine traditionale","agent vanzari magazine traditionale","yes","7","agent","vanzari","","1.000","0.000","1.000","help","role_head:agent|domain_modifier:vanzari"
"606","Expert Contabil","Expert Contabil","expert contabil","no","2","contabil|expert","","","1.000","0.000","1.000","help","role_head:contabil|role_head:expert"
"607","B2C Logistics Leader","B2C Logistics Leader","b2c logistics leader","no","3","","","","0.000","0.000","0.000","neutral",""
"608","HR Administrative Specialist","HR Administrative Specialist","hr administrative specialist","no","3","specialist","","","0.920","0.000","0.920","help","role_head:specialist"
"609","Senior Buyer | Bucuresti","Senior Buyer","senior buyer","yes","3","","","senior","0.000","0.720","-0.720","neutral","generic_noise:senior"
"610","Electrician","Electrician","electrician","no","1","electrician","","","0.900","0.000","0.900","help","role_head:electrician"
"611","DISPECER TRANSPORT INTERNATIONAL","DISPECER TRANSPORT INTERNATIONAL","dispecer transport international","no","3","","","","0.000","0.000","0.000","neutral",""
"612","Shop Manager Bucuresti","Shop Manager Bucuresti","shop manager bucuresti","no","3","manager","","bucuresti","0.900","0.960","-0.060","neutral","role_head:manager|generic_noise:bucuresti"
"613","Specialist în soluții de comunicare","Specialist în soluții de comunicare","specialist in solutii de comunicare","no","5","specialist","","","0.920","0.000","0.920","help","role_head:specialist"
"614","AREA SALES REPRESENTATIVE","AREA SALES REPRESENTATIVE","area sales representative","no","3","representative","","","0.820","0.000","0.820","help","role_head:representative|role_phrase:sales representative"
"615","Specialist Contabilitate Clienți (Accounts Receivable)","Specialist Contabilitate Clienți","specialist contabilitate clienti","yes","5","specialist","","","0.920","0.000","0.920","help","role_head:specialist"
"616","Reprezentant Medical OTC & Food Supplements","Reprezentant Medical OTC & Food Supplements","reprezentant medical otc food supplements","no","5","reprezentant","","","0.840","0.000","0.840","help","role_head:reprezentant"
"617","LUCRATOR COMERCIAL / AJUTOR BUCATAR FAST FOOD","LUCRATOR COMERCIAL AJUTOR BUCATAR FAST FOOD","lucrator comercial ajutor bucatar fast food","yes","6","lucrator|lucrator comercial","","","1.000","0.000","1.000","help","role_head:lucrator|role_phrase:lucrator comercial"
"618","Collection Officer (perioada determinata)","Collection Officer","collection officer","yes","4","","","","0.000","0.000","0.000","neutral",""
"619","Pregatitor SDV - uri","Pregatitor SDV uri","pregatitor sdv uri","yes","3","","","","0.000","0.000","0.000","neutral",""
"620","Operator Montaj FW A350","Operator Montaj FW A350","operator montaj fw a350","no","4","operator","","","0.900","0.000","0.900","help","role_head:operator"
"621","Conditioner finisor","Conditioner finisor","conditioner finisor","no","2","","","","0.000","0.000","0.000","neutral",""
"622","Operator Montaj FW A350","Operator Montaj FW A350","operator montaj fw a350","no","4","operator","","","0.900","0.000","0.900","help","role_head:operator"
"623","Operator Montaj FW","Operator Montaj FW","operator montaj fw","no","3","operator","","","0.900","0.000","0.900","help","role_head:operator"
"624","Operator la masini unelte semiautomate si automate - Frezor","Operator la masini unelte semiautomate si automate Frezor","operator la masini unelte semiautomate si automate frezor","yes","8","operator","","","0.900","0.000","0.900","help","role_head:operator"
"625","Operator montaj CargoDoor","Operator montaj CargoDoor","operator montaj cargodoor","no","3","operator","","","0.900","0.000","0.900","help","role_head:operator"
"626","Operator MUSA strungar","Operator MUSA strungar","operator musa strungar","no","3","operator","","","0.900","0.000","0.900","help","role_head:operator"
"627","Tehnician Gestiune stoc","Tehnician Gestiune stoc","tehnician gestiune stoc","no","3","tehnician","","","0.950","0.000","0.950","help","role_head:tehnician"
"628","Montator subansamble - Process Line","Montator subansamble Process Line","montator subansamble process line","yes","4","","","","0.000","0.000","0.000","neutral",""
"629","Montator subansamble - Process Line","Montator subansamble Process Line","montator subansamble process line","yes","4","","","","0.000","0.000","0.000","neutral",""
"630","Calibration and metrology specialist","Calibration and metrology specialist","calibration and metrology specialist","no","4","specialist","","","0.920","0.000","0.920","help","role_head:specialist"
"631","Operator la masini unelte semiautomate si automate - CNC -Profile","Operator la masini unelte semiautomate si automate CNC -Profile","operator la masini unelte semiautomate si automate cnc profile","yes","9","operator","","","0.900","0.000","0.900","help","role_head:operator"
"632","Internal Auditor - Industrial Qualification","Internal Auditor Industrial Qualification","internal auditor industrial qualification","yes","4","","industrial","","0.465","0.000","0.465","neutral","domain_modifier:industrial"
"633","Montator subansamble - Celule","Montator subansamble Celule","montator subansamble celule","yes","3","","","","0.000","0.000","0.000","neutral",""
"634","Quality Analist -Event Manager","Quality Analist -Event Manager","quality analist event manager","no","4","manager|analist","quality","","1.000","0.000","1.000","help","role_head:manager|role_head:analist|domain_modifier:quality"
"635","Montator subansamble - Celule","Montator subansamble Celule","montator subansamble celule","yes","3","","","","0.000","0.000","0.000","neutral",""
"636","Operator Montaj FW A350","Operator Montaj FW A350","operator montaj fw a350","no","4","operator","","","0.900","0.000","0.900","help","role_head:operator"
"637","ERP Service Delivery Leader","ERP Service Delivery Leader","erp service delivery leader","no","4","","","service","0.000","0.900","-0.900","hurt","generic_noise:service"
"638","Operator Montaj FW","Operator Montaj FW","operator montaj fw","no","3","operator","","","0.900","0.000","0.900","help","role_head:operator"
"639","Service Delivery Manager","Service Delivery Manager","service delivery manager","no","3","manager","","service","0.900","0.900","0.000","neutral","role_head:manager|generic_noise:service"
"640","Industrial Maintenance Operator AI","Industrial Maintenance Operator AI","industrial maintenance operator ai","no","4","operator","industrial","","1.000","0.000","1.000","help","role_head:operator|domain_modifier:industrial"
"641","Quality and Reporting Analyst","Quality and Reporting Analyst","quality and reporting analyst","no","4","","quality","","0.450","0.000","0.450","neutral","domain_modifier:quality"
"642","Ambalator manual","Ambalator manual","ambalator manual","no","2","","","","0.000","0.000","0.000","neutral",""
"643","Service Desk IT Operations Manager","Service Desk IT Operations Manager","service desk it operations manager","no","5","manager","","service|operations","0.900","1.000","-0.100","neutral","role_head:manager|generic_noise:service|generic_noise:operations"
"644","Electrician întreținere și reparații","Electrician întreținere și reparații","electrician intretinere si reparatii","no","4","electrician|electrician intretinere","","","1.000","0.000","1.000","help","role_head:electrician|role_phrase:electrician intretinere"
"645","ERP Archiving / Jobs Management / Printing","ERP Archiving Jobs Management Printing","erp archiving jobs management printing","yes","5","","","","0.000","0.000","0.000","neutral",""
"646","Operator la masini unelte semiautomate si automate - Frezor","Operator la masini unelte semiautomate si automate Frezor","operator la masini unelte semiautomate si automate frezor","yes","8","operator","","","0.900","0.000","0.900","help","role_head:operator"
"647","Production Scheduler- Referent","Production Scheduler- Referent","production scheduler referent","no","3","","","","0.000","0.000","0.000","neutral",""
"648","Qlik Sense Developer – Data Visualization","Qlik Sense Developer Data Visualization","qlik sense developer data visualization","yes","5","","","","0.000","0.000","0.000","neutral",""
"649","Montator subansamble","Montator subansamble","montator subansamble","no","2","","","","0.000","0.000","0.000","neutral",""
"650","Operator Montaj FW","Operator Montaj FW","operator montaj fw","no","3","operator","","","0.900","0.000","0.900","help","role_head:operator"
"651","Montator subansamble LP","Montator subansamble LP","montator subansamble lp","no","3","","","","0.000","0.000","0.000","neutral",""
"652","Quality Analist - Safety Item Manager (SIM)","Quality Analist Safety Item Manager","quality analist safety item manager","yes","6","manager|analist","quality","","1.000","0.000","1.000","help","role_head:manager|role_head:analist|domain_modifier:quality"
"653","Montator subansamble LP","Montator subansamble LP","montator subansamble lp","no","3","","","","0.000","0.000","0.000","neutral",""
"654","Consultant Vânzări B2B – Performanță","Performanță","performanta","yes","4","","","","0.000","0.000","0.000","neutral",""
"655","Product Regulatory Compliance (PRC) Safety Engineer (m/f/d)","Product Regulatory Compliance Safety Engineer","product regulatory compliance safety engineer","yes","9","","","","0.000","0.000","0.000","neutral",""
"656","HR Business Partner","HR Business Partner","hr business partner","no","3","","","","0.000","0.000","0.000","neutral",""
"657","Formator","Formator","formator","no","1","","","","0.000","0.000","0.000","neutral",""
"658","Software Engineer","Software Engineer","software engineer","no","2","","","","0.000","0.000","0.000","neutral",""
"659","Engineering PMO for Space [Engineering Data Management Specialist ]","Engineering PMO for Space","engineering pmo for space","yes","8","","","","0.000","0.000","0.000","neutral",""
"660","Montator Subasansamble Spante","Montator Subasansamble Spante","montator subasansamble spante","no","3","","","","0.000","0.000","0.000","neutral",""
"661","REFERENT","REFERENT","referent","no","1","","","","0.000","0.000","0.000","neutral",""
"662","Work Preparation engineer","Work Preparation engineer","work preparation engineer","no","3","","","","0.000","0.000","0.000","neutral",""
"663","Process Designer for IAM and Digital Workplace Processes","Process Designer for IAM and Digital Workplace Processes","process designer for iam and digital workplace processes","no","8","","","","0.000","0.000","0.000","neutral",""
"664","Operator Montaj FW A350","Operator Montaj FW A350","operator montaj fw a350","no","4","operator","","","0.900","0.000","0.900","help","role_head:operator"
"665","IT Solution Architect for Digital Workplace Evolution","IT Solution Architect for Digital Workplace Evolution","it solution architect for digital workplace evolution","no","7","","","","0.000","0.000","0.000","neutral",""
